business_date,account_number,account_currency,account_balance,client_rate,days_in_year,interest_revenue_usd,interest_expense_usd
20260406,4494679,JPY,-213415.21,8.43541,360,0.3250441993836013,0.0
20260406,6517209,JPY,-509173.29,2.34286,360,0.21538864645447497,0.0
20260406,2767640,GBP,-315844.4,3.12176,360,34.23577826888889,0.0
20260406,7723771,JPY,-753318.32,9.45284,360,1.2857356683940888,0.0
20260406,2285160,EUR,-841021.46,6.18611,360,158.96989973090723,0.0
20260406,7080526,USD,-99748.41,6.70378,365,18.32031221889863,0.0
20260406,6173036,JPY,630521.34,6.72152,360,0.0,-0.7652056022788666
20260406,2425472,USD,365800.51,9.95543,365,0.0,-99.77264030874795
20260406,1048984,JPY,190664.45,7.10741,360,0.0,-0.2446763255759514
20260406,7556168,GBP,-158990.52,7.62357,360,42.085949949875,0.0
20260406,2504384,GBP,-62895.92,9.13463,360,19.948991587138885,0.0
20260406,3230919,USD,-957007.12,3.12598,365,81.9612360815781,0.0
20260406,7940119,USD,880281.32,8.22702,365,0.0,-198.41348014428493
20260406,2737095,USD,-378275.53,0.25906,365,2.684823528816439,0.0
20260406,5780450,GBP,828911.91,1.19299,360,0.0,-34.33623678857292
20260406,8469344,USD,432500.5,1.32633,365,0.0,-15.71612022369863
20260406,3109818,JPY,123441.73,0.05539,360,0.0,-0.0012345373127930553
20260406,3231785,JPY,-109572.3,4.36001,360,0.08625794733887501,0.0
20260406,4853339,USD,-354063.63,9.86717,365,95.71523364457808,0.0
20260406,1996107,GBP,276610.99,2.77734,360,0.0,-26.675096075229167
20260406,8130144,JPY,940452.36,1.79919,360,0.0,-0.30550947584235
20260406,5545583,GBP,608651.7,4.50846,360,0.0,-95.28061956187501
20260406,4747389,GBP,-217742.04,7.37764,360,55.7785549995,0.0
20260406,5142807,GBP,-35650.57,0.4986,360,0.617200493125,0.0
20260406,8988004,USD,-63087.72,5.34629,365,9.240691686542467,0.0
20260406,7245035,GBP,-480912.29,4.73103,360,79.00036358884374,0.0
20260406,4602279,GBP,694576.24,5.68096,360,0.0,-137.00902209688888
20260406,6515989,USD,385667.1,6.04216,365,0.0,-63.842803422904105
20260406,3121690,EUR,195068.44,2.89751,360,0.0,-17.27038975396778
20260406,1491234,JPY,-133397.75,3.13374,360,0.07547833675145833,0.0
20260406,6401218,USD,-521999.46,4.31736,365,61.74409831850959,0.0
20260406,7914550,JPY,279608.37,9.75146,360,0.0,-0.4923009425605916
20260406,7167294,USD,-526468.71,5.99031,365,86.40303501918082,0.0
20260406,7906726,USD,-982389.49,1.63606,365,44.03419586327123,0.0
20260406,6888794,USD,-866723.24,1.63817,365,38.899726303309585,0.0
20260406,8558158,JPY,388021.7,6.88345,360,0.0,-0.48225088362840274
20260406,7510425,USD,-244903.67,4.63856,365,31.123297740142466,0.0
20260406,9511017,USD,-587184.58,8.54642,365,137.4883846083178,0.0
20260406,8887739,USD,-524265.87,4.71021,365,67.6548587269233,0.0
20260406,1769598,JPY,-11061.23,0.2253,360,0.00044996161870833323,0.0
20260406,6292895,EUR,810892.88,6.4173,360,0.0,-159.00325463073332
20260406,8971379,USD,-462408.27,2.66745,365,33.79317643319178,0.0
20260406,4331068,USD,310907.62,9.8595,365,0.0,-83.98338847643836
20260406,4256415,USD,651179.36,0.05898,365,0.0,-1.0522344836383561
20260406,1874371,USD,-22632.45,2.08911,365,1.2953884279315069,0.0
20260406,6654237,USD,-945934.35,6.48652,365,168.10471451950684,0.0
20260406,1973548,EUR,592340.5,1.74448,360,0.0,-31.573854749555558
20260406,4344014,GBP,758734.16,7.03652,360,0.0,-185.37666984455558
20260406,8064746,GBP,-937915.87,5.15171,360,167.773283563809,0.0
20260406,7216204,USD,-767597.03,1.38379,365,29.101180661471236,0.0
20260406,6193542,JPY,-825939.84,4.00566,360,0.5973561712975999,0.0
20260406,3959034,EUR,-557639.15,5.50915,360,93.87026376513195,0.0
20260406,5574293,EUR,-7991.28,5.56147,360,1.3579886216600001,0.0
20260406,7706971,EUR,-933314.55,4.90131,360,139.7752869657375,0.0
20260406,1043585,GBP,-661939.07,7.33414,360,168.56784065450694,0.0
20260406,3539448,JPY,-185497.32,3.60167,360,0.12062919059468334,0.0
20260406,1109556,GBP,266140.22,6.20287,360,0.0,-57.32059675109027
20260406,2575557,EUR,819168.09,1.89152,360,0.0,-47.34500300434667
20260406,9306461,GBP,659736.57,9.71598,360,0.0,-222.56900414543748
20260406,3009021,GBP,-892177.08,2.38586,360,73.91005583641666,0.0
20260406,2201482,USD,933851.2,8.61825,365,0.0,-220.49761929863013
20260406,1542335,USD,-465952.53,1.74679,365,22.29921150352603,0.0
20260406,5270070,USD,-272923.46,9.64356,365,72.10832224431783,0.0
20260406,7700379,EUR,-850967.17,9.85027,360,256.12450067220806,0.0
20260406,4560920,USD,872096.83,2.6822,365,0.0,-64.0859758198904
20260406,7860006,EUR,91832.63,2.15416,360,0.0,-6.044566557357779
20260406,3484413,USD,32617.99,7.46554,365,0.0,-6.671531755194521
20260406,3907360,EUR,-969606.25,6.809,360,201.72927366319445,0.0
20260406,6895544,GBP,-993124.5,7.0905,360,244.50518289062498,0.0
20260406,6697469,JPY,364427.54,0.89015,360,0.0,-0.05857135099309722
20260406,3235000,EUR,-35440.66,5.5917,360,6.055302565950002,0.0
20260406,7908531,GBP,15145.41,6.76279,360,0.0,-3.556431503260417
20260406,5322252,USD,300460.32,3.16702,365,0.0,-26.070242264284932
20260406,6822184,GBP,-708116.33,6.90174,360,169.6956527574375,0.0
20260406,1402690,GBP,996692.43,4.02913,360,0.0,-139.43761703076044
20260406,3548421,JPY,-838462.07,3.27211,360,0.4953614112538902,0.0
20260406,2954109,USD,-464242.22,7.89472,365,100.41266682406575,0.0
20260406,5422880,EUR,387698.11,2.08826,360,0.0,-24.738219464096115
20260406,8205547,EUR,31837.37,0.0303,360,0.0,-0.029476098391666667
20260406,9323735,EUR,-806851.49,7.78695,360,191.97787308502916,0.0
20260406,7457294,USD,549696.07,9.14959,365,0.0,-137.7943469893507
20260406,2384250,EUR,940865.54,3.99048,360,0.0,-114.72098977958667
20260406,1061087,JPY,-53847.67,3.87671,360,0.03769129736047361,0.0
20260406,7409907,GBP,-493766.87,9.74791,360,167.12482672714233,0.0
20260406,2496176,USD,-786345.18,1.96158,365,42.25969803244933,0.0
20260406,1039353,EUR,-589543.95,7.58053,360,136.55447664507918,0.0
20260406,7484531,GBP,-377543.11,0.73907,360,9.68856896901736,0.0
20260406,4360011,GBP,-624065.8,9.68288,360,209.81785602444444,0.0
20260406,8654909,JPY,368961.27,7.20146,360,0.0,-0.47974691329034164
20260406,5259622,EUR,-954116.43,1.4924,360,43.50876933736667,0.0
20260406,5959617,USD,-181782.05,7.06143,365,35.16825263921917,0.0
20260406,6725570,GBP,-251711.69,8.68704,360,75.92463609366666,0.0
20260406,1416880,JPY,755996.76,1.43496,360,0.0,-0.19587120054840002
20260406,8072695,GBP,-454438.75,7.97458,360,125.83188079774304,0.0
20260406,8433296,JPY,164810.09,9.5924,360,0.0,-0.28544466659872214
20260406,5965050,JPY,-990641.28,9.23256,360,1.6513891073471998,0.0
20260406,1813168,GBP,833898.52,3.86533,360,0.0,-111.91989466359723
20260406,1225281,GBP,273325.58,6.82978,360,0.0,-64.81783263098612
20260406,4782875,EUR,587263.85,4.15508,360,0.0,-74.55947515677222
20260406,3995765,USD,138701.91,0.97997,365,0.0,-3.723937280621918
20260406,8734102,JPY,631053.18,2.76433,360,0.0,-0.31496819558197503
20260406,6595108,JPY,-831221.67,4.74379,360,0.7119560221816791,0.0
20260406,6674719,GBP,420986.18,6.70164,360,0.0,-97.96172997691667
20260406,9658144,GBP,-702388.48,2.35834,360,57.516348886222225,0.0
20260406,7609280,GBP,152968.05,6.70422,360,0.0,-35.6087312559375
20260406,6500306,USD,971445.9,9.94053,365,0.0,-264.56677020073977
20260406,5372093,GBP,-638975.62,5.11105,360,113.39709522920137,0.0
20260406,2561729,JPY,-487662.26,7.25494,360,0.6387984121574611,0.0
20260406,6031595,JPY,-577375.58,7.86184,360,0.8195839942815777,0.0
20260406,6478047,JPY,-175584.1,2.33304,360,0.07396363156433333,0.0
20260406,2119043,USD,-22923.78,0.58772,365,0.3691168214136986,0.0
20260406,8103230,USD,-679889.93,6.00618,365,111.87784382924384,0.0
20260406,3558231,USD,-944341.25,4.53028,365,117.20904871369865,0.0
20260406,7659908,USD,-316755.9,8.32425,365,72.23987124863014,0.0
20260406,4080389,EUR,-235944.86,5.85313,360,42.19770922924945,0.0
20260406,2661909,EUR,-234292.17,5.45795,360,39.07306789379584,0.0
20260406,3656138,EUR,329964.61,2.6666,360,0.0,-26.885333109127778
20260406,1110078,GBP,-102511.13,6.35237,360,22.61071621104514,0.0
20260406,2915631,USD,-784280.85,0.86264,365,18.535672121753425,0.0
20260406,7314127,USD,864703.38,3.8851,365,0.0,-92.03997538734245
20260406,3008187,EUR,401315.72,9.53586,360,0.0,-116.93276594142002
20260406,2659066,EUR,-574282.35,0.59959,360,10.5213152683375,0.0
20260406,3148815,USD,870208.72,9.55146,365,0.0,-227.71955563647123
20260406,8355740,EUR,983156.32,4.93793,360,0.0,-148.33979988720444
20260406,5506259,GBP,-605157.36,8.77911,360,184.47024412324998,0.0
20260406,8473915,GBP,-238959.05,6.55857,360,54.417696408281245,0.0
20260406,8658426,GBP,-862133.13,0.71147,360,21.297981180593755,0.0
20260406,7404003,JPY,-35089.96,8.37938,360,0.05308913079614443,0.0
20260406,5135314,JPY,575396.92,7.63117,360,0.0,-0.7928107261382388
20260406,1910681,USD,808029.69,8.77129,365,0.0,-194.17706135890685
20260406,2607618,JPY,90502.65,6.28458,360,0.0,-0.102694789913625
20260406,4896830,EUR,-347968.37,3.80943,360,40.5032572917225,0.0
20260406,5336787,GBP,149584.96,9.21414,360,0.0,-47.85752650466666
20260406,3755423,GBP,-768973.98,9.70703,360,259.1824129541458,0.0
20260406,1071295,JPY,670577.51,7.33869,360,0.0,-0.8885428620722874
20260406,8613287,GBP,41386.33,1.79804,360,0.0,-2.5838290553194447
20260406,4445376,GBP,964864.34,2.73429,360,0.0,-91.60482347981251
20260406,6251035,GBP,-198051.73,7.78746,360,53.55277518422917,0.0
20260406,4612600,EUR,307084.28,2.11807,360,0.0,-19.87412780648778
20260406,1825816,JPY,-320138.89,2.66073,360,0.15379779075369587,0.0
20260406,9763313,GBP,-704688.95,0.7247,360,17.73222507170139,0.0
20260406,3026793,GBP,509456.42,6.15507,360,0.0,-108.87985857810418
20260406,1554594,GBP,344907.01,4.01629,360,0.0,-48.098839416420134
20260406,9536326,USD,560834.32,2.25315,365,0.0,-34.62037940021918
20260406,4504473,EUR,960225.08,5.29377,360,0.0,-155.32032760907666
20260406,8299695,JPY,986819.6,5.43404,360,0.0,-0.9682142129082222
20260406,3204664,GBP,857989.13,1.87631,360,0.0,-55.89769390660764
20260406,5341747,EUR,789680.56,0.26022,360,0.0,-6.278881745986668
20260406,1686976,GBP,-396988.92,8.76794,360,120.86024413974997,0.0
20260406,3472189,JPY,-63085.11,1.57304,360,0.017917503036766664,0.0
20260406,9506404,JPY,-906406.91,8.47094,360,1.3863269604519473,0.0
20260406,2241082,USD,368404.74,4.69427,365,0.0,-47.38058407780274
20260406,6184502,USD,92090.2,6.43122,365,0.0,-16.226091398465755
20260406,7561000,USD,413930.94,4.24762,365,0.0,-48.17044765377535
20260406,7671458,USD,361639.43,6.98852,365,0.0,-69.24176409160549
20260406,5892306,GBP,-456161.18,2.70331,360,42.81753748284028,0.0
20260406,4674515,EUR,-77875.2,2.22603,360,5.2968829055999995,0.0
20260406,2579159,GBP,-789822.06,4.24804,360,116.49985082508333,0.0
20260406,5515488,USD,-830963.4,4.56457,365,103.91755086953424,0.0
20260406,7041495,USD,-79912.69,2.16625,365,4.7427634167808215,0.0
20260406,9767088,GBP,111617.38,8.76876,360,0.0,-33.98423670308334
20260406,7324167,GBP,-362448.39,3.41831,360,43.019477639614585,0.0
20260406,1791971,EUR,-876833.43,8.64151,360,231.5244816402009,0.0
20260406,1501157,EUR,323139.97,4.37759,360,0.0,-43.223103649986946
20260406,5378727,JPY,354767.77,3.60507,360,0.0,-0.23092381082945418
20260406,5124499,EUR,-358558.9,8.48465,360,92.95754022148613,0.0
20260406,6946594,EUR,-998379.11,2.21197,360,67.47841955392695,0.0
20260406,6106799,USD,271638.32,0.75867,365,0.0,-5.6461327187506845
20260406,5327576,USD,-858958.93,2.39788,365,56.42960107036712,0.0
20260406,5962140,JPY,-553151.43,0.16762,360,0.016740974375775,0.0
20260406,3799487,JPY,-504295.11,4.45017,360,0.4052025917457374,0.0
20260406,3904941,EUR,-472945.72,6.67207,360,96.41887902901222,0.0
20260406,8983441,EUR,233334.39,3.60163,360,0.0,-25.67840424892417
20260406,6320385,JPY,-841650.49,9.66364,360,1.4685318810470387,0.0
20260406,3100021,JPY,290537.98,0.79229,360,0.0,-0.041562144031452766
20260406,7928040,USD,-30406.48,1.82914,365,1.5237728445808219,0.0
20260406,1618467,JPY,-302480.24,2.99907,360,0.16379267185969998,0.0
20260406,6333152,USD,208376.5,2.28283,365,0.0,-13.032551383424657
20260406,8328141,USD,746954.75,2.34501,365,0.0,-47.989489268424656
20260406,6072148,JPY,87920.47,1.67993,360,0.0,-0.026668098016281942
20260406,2707923,JPY,-687758.65,5.45435,360,0.6773137931132986,0.0
20260406,6134207,EUR,115530.86,7.23146,360,0.0,-25.527846448365562
20260406,9516999,EUR,-92674.32,4.98037,360,14.102990094673334,0.0
20260406,7730886,USD,881141.24,5.81704,365,0.0,-140.42832434875618
20260406,6853584,USD,186751.41,3.2299,365,0.0,-16.525709018054798
20260406,9170528,JPY,-929562.5,3.13338,360,0.5258992097395833,0.0
20260406,5301754,GBP,-758546.31,8.6363,360,227.46644086989588,0.0
20260406,3269042,GBP,64819.26,5.29295,360,0.0,-11.9126771603125
20260406,2983509,JPY,590416.85,3.27135,360,0.0,-0.3487358626280208
20260406,8740141,USD,-808787.7,7.70868,365,170.8133032119452,0.0
20260406,1116381,USD,130875.88,5.01077,365,0.0,-17.966820088427397
20260406,2521701,GBP,-94761.18,0.6393,360,2.103500776875,0.0
20260406,7105525,EUR,-274224.1,2.93552,360,24.596926750977776,0.0
20260406,4438618,USD,-835820.26,9.5791,365,219.35358500180826,0.0
20260406,8913697,JPY,759290.5,5.27385,360,0.0,-0.7230138145072917
20260406,3457184,USD,526434.88,8.26654,365,0.0,-119.22726007986851
20260406,5103022,USD,841779.87,2.18614,365,0.0,-50.41777109593973
20260406,2418175,EUR,-664681.95,8.1482,360,165.48771143025,0.0
20260406,4806688,GBP,144907.24,8.0576,360,0.0,-40.54182559111111
20260406,8265795,EUR,-961448.31,2.64279,360,77.63879380842751,0.0
20260406,4772962,JPY,-644614.08,6.35652,360,0.7398268026863999,0.0
20260406,5041776,JPY,578105.6,3.46717,360,0.0,-0.3619038209857777
20260406,3727423,EUR,-426105.83,3.96954,360,51.68301527944501,0.0
20260406,6709840,JPY,-605503.99,7.7945,360,0.8521501534821527,0.0
20260406,6130397,JPY,84497.97,6.08203,360,0.0,-0.09279096458650415
20260406,4451356,USD,310937.56,1.63911,365,0.0,-13.963311341687673
20260406,4444084,JPY,220693.43,7.5384,360,0.0,-0.30038582757300003
20260406,3927109,USD,-801696.55,3.18402,365,69.93473559263013,0.0
20260406,7979451,JPY,860797.1,9.15198,360,0.0,-1.4224162772549165
20260406,9519981,GBP,-645609.65,2.61279,360,58.57091796609375,0.0
20260406,8778484,EUR,850766.95,9.15179,360,0.0,-237.9067919965153
20260406,9503902,GBP,-32545.32,2.79543,360,3.158964023875,0.0
20260406,7214624,EUR,-794089.3,8.06888,360,195.78201105784447,0.0
20260406,5842611,USD,-702757.3,2.52099,365,48.53819522539726,0.0
20260406,7357182,GBP,-138362.77,9.80236,360,47.093113963097224,0.0
20260406,5335868,EUR,996070.03,8.90172,360,0.0,-270.92805994990994
20260406,3215167,USD,771709.56,1.57665,365,0.0,-33.33468158284932
20260406,4886402,JPY,960462.35,5.99188,360,0.0,-1.0390927346435277
20260406,7545535,JPY,-90336.29,2.53704,360,0.041380946602233334,0.0
20260406,7842385,USD,359520.38,2.79827,365,0.0,-27.562605308016437
20260406,1688105,EUR,38389.71,7.69173,360,0.0,-9.0225447918925
20260406,2989173,USD,-940857.47,0.70048,365,18.056214810564384,0.0
20260406,4080761,EUR,-716323.11,6.5181,360,142.66589526722498,0.0
20260406,2414466,EUR,-429288.36,5.29702,360,69.48177587655333,0.0
20260406,1445101,EUR,-373762.33,8.06104,360,92.06123338570889,0.0
20260406,9106609,JPY,389709.36,0.64588,360,0.0,-0.04544682303719999
20260406,8413023,EUR,441544.86,3.19169,360,0.0,-43.061159600965
20260406,8613269,USD,-98968.76,1.95108,365,5.290300500295889,0.0
20260406,2105534,JPY,-241991.08,6.19414,360,0.27063953010452224,0.0
20260406,5353127,EUR,-645823.09,6.9978,360,138.09096947561667,0.0
20260406,8315360,JPY,-918117.26,0.06034,360,0.010002632515127776,0.0
20260406,9073461,JPY,170686.77,5.86981,360,0.0,-0.1808984141996958
20260406,1498863,EUR,-303977.46,3.87067,360,35.95155773911168,0.0
20260406,9756262,EUR,-46533.69,7.85771,360,11.1725851493025,0.0
20260406,3676188,USD,801680.41,5.95586,365,0.0,-130.81359689596167
20260406,4295990,JPY,335373.09,5.47531,360,0.0,-0.33154904492087084
20260406,8782937,GBP,557536.03,7.36796,360,0.0,-142.63552665273613
20260406,7526818,JPY,-640192.33,6.73496,360,0.7784959243491444,0.0
20260406,6491590,EUR,-996875.34,5.58674,360,170.17254640807667,0.0
20260406,7512440,GBP,-729372.37,4.48662,360,113.62557856560419,0.0
20260406,7099628,GBP,536164.33,7.21381,360,0.0,-134.2981807429618
20260406,7555968,EUR,-112337.05,8.50355,360,29.18861371334028,0.0
20260406,3699015,JPY,-572181.23,3.41005,360,0.35229397005138186,0.0
20260406,9837590,GBP,923748.21,9.34898,360,0.0,-299.8647062613125
20260406,2172622,GBP,-26584.45,8.62381,360,7.960390477586806,0.0
20260406,3503771,JPY,-262106.24,4.60357,360,0.21786274309164444,0.0
20260406,4177825,EUR,954298.52,0.25348,360,0.0,-7.391254103737779
20260406,1996161,JPY,-732832.63,9.43736,360,1.2487231880241445,0.0
20260406,5183839,JPY,199100.9,4.59485,360,0.0,-0.1651792224270139
20260406,1666326,USD,498023.83,5.25936,365,0.0,-71.76127700133699
20260406,1649150,GBP,881530.61,7.97162,360,0.0,-244.00093893361804
20260406,4375957,EUR,668000.71,2.16478,360,0.0,-44.18561207481056
20260406,1118834,EUR,-421180.46,1.94976,360,25.092247084960004,0.0
20260406,4239576,GBP,-479200.39,7.57262,360,126.00008532367362,0.0
20260406,6893309,GBP,-804656.68,3.1887,360,89.09058178875,0.0
20260406,6948540,GBP,-665160.04,6.22973,360,143.88081444406944,0.0
20260406,5249913,EUR,460170.7,4.78002,360,0.0,-67.21076845431668
20260406,5422201,JPY,-421504.31,1.4711,360,0.11195798438518055,0.0
20260406,2079600,JPY,-116244.06,9.62255,360,0.20196299491929168,0.0
20260406,4503157,EUR,380642.49,3.68517,360,0.0,-42.861264260017506
20260406,9272874,JPY,329901.19,3.22139,360,0.0,-0.19188368233199024
20260406,9849851,USD,586314.59,9.23456,365,0.0,-148.33855507480547
20260406,2985588,USD,-883374.26,1.98942,365,48.1480115158685,0.0
20260406,9640059,EUR,144244.3,0.14685,360,0.0,-0.6472361944583335
20260406,5197355,JPY,784382.67,3.79034,360,0.0,-0.536805571143075
20260406,2752683,USD,-253752.43,8.1082,365,56.36919049112329,0.0
20260406,8716868,JPY,-617035.64,0.27255,360,0.030364580942583336,0.0
20260406,2004646,GBP,-862350.1,8.37642,360,250.81273002229165,0.0
20260406,4867500,JPY,879556.24,2.25881,360,0.0,-0.3587188277245444
20260406,1449395,USD,-992406.53,7.13396,365,193.96680791120002,0.0
20260406,6143901,USD,584015.39,4.5598,365,0.0,-72.95872261156164
20260406,7754350,EUR,-471041.31,1.10302,360,15.875688453661665,0.0
20260406,2260386,EUR,-515110.22,4.50225,360,70.863069077625,0.0
20260406,4054390,GBP,-684920.37,2.41823,360,57.510242581427086,0.0
20260406,8019431,USD,-612441.66,2.89387,365,48.55689168833425,0.0
20260406,4379569,EUR,28105.73,7.97573,360,0.0,-6.84944681461639
20260406,3900603,EUR,750994.53,8.5773,360,0.0,-196.823775566275
20260406,9611474,EUR,-264959.82,5.71121,360,46.23792474834501,0.0
20260406,2646711,GBP,491130.1,8.73845,360,0.0,-149.0179104980903
20260406,6587774,GBP,-506694.8,6.83605,360,120.27052040069445,0.0
20260406,7319707,USD,808235.55,2.66448,365,0.0,-59.000752281205486
20260406,8967801,GBP,827854.88,8.54098,360,0.0,-245.51013795077776
20260406,2423286,USD,-783487.39,1.17987,365,25.32639087230959,0.0
20260406,4695961,USD,677634.41,4.39605,365,0.0,-81.61410268713699
20260406,9217316,USD,403786.28,4.16818,365,0.0,-46.11106565946302
20260406,4177945,EUR,-212321.23,5.29481,360,34.35057302772028,0.0
20260406,8348340,JPY,669551.69,7.46145,360,0.0,-0.9020242214660624
20260406,1183062,EUR,806965.19,1.23952,360,0.0,-30.56317893165778
20260406,3841992,EUR,-7247.46,7.15414,360,1.584285495356667,0.0
20260406,5294539,GBP,17590.32,4.61779,360,0.0,-2.8204306872500005
20260406,7095929,EUR,408555.46,2.68799,360,0.0,-33.55589694494279
20260406,5944505,USD,-511558.96,8.08696,365,113.34128348387945,0.0
20260406,1803328,JPY,-846417.89,4.99203,360,0.7629092429502375,0.0
20260406,5062958,GBP,57362.23,7.96545,360,0.0,-15.865138019218753
20260406,2043233,JPY,-359193.48,2.61303,360,0.16946643621635,0.0
20260406,7468703,GBP,-754218.88,8.42244,360,220.56816887733333,0.0
20260406,1529525,EUR,-719748.76,1.22516,360,26.94411471893778,0.0
20260406,1176615,EUR,-573977.89,9.96363,360,174.74426823763253,0.0
20260406,5381932,EUR,-324427.78,7.54522,360,74.79630198979889,0.0
20260406,7665088,EUR,-126323.35,6.59559,360,25.458186845254172,0.0
20260406,8474447,GBP,913136.41,3.41345,360,0.0,-108.22727356647569
20260406,5601020,GBP,-29532.77,6.498,360,6.66333123125,0.0
20260406,4699391,USD,826810.5,9.01356,365,0.0,-204.17824795561643
20260406,9929860,GBP,92504.42,2.2824,360,0.0,-7.330975284999999
20260406,8006454,GBP,-683830.97,3.83455,360,91.04805715324653,0.0
20260406,4612610,EUR,685864.29,1.1794,360,0.0,-24.716643833016676
20260406,8031883,USD,-967038.99,6.2682,365,166.07106293473973,0.0
20260406,3164367,JPY,127473.95,4.01567,360,0.0,-0.09242518219936806
